 33287.0 	,1
 868501.0 	,1
 876695.0 	,1
 966803.0 	,1
 802962.0 	,1
 655509.0 	,1
 65550.0 	,1
 475203.0 	,1
 206883.0 	,1
 975007.0 	,1
 630939.0 	,1
 680094.0 	,1
 934042.0 	,1
 565404.0 	,1
 307266.0 	,1
 467008.0 	,1
 213029.0 	,1
 311372.0 	,1
 696451.0 	,1
 40966.0 	,1
 81933.0 	,1
 974980.0 	,1
 315469.0 	,1
 188452.0 	,1
 516174.0 	,1
 540804.0 	,1
 999567.0 	,1
 335945.0 	,1
 770186.0 	,1
 231463.0 	,1
 237607.0 	,1
 983180.0 	,1
 401480.0 	,1
 430152.0 	,1
 581773.0 	,1
 117772.0 	,1
 876682.0 	,1
 942262.0 	,1
 9345.0 	,1
 364629.0 	,1
 671923.0 	,1
 671920.0 	,1
 532658.0 	,1
 671927.0 	,2
 67.0 	,15
 65.0 	,21
 66.0 	,15
 671930.0 	,1
 471123.0 	,1
 71.0 	,21
 69.0 	,21
 70.0 	,20
 68.0 	,18
 278608.0 	,1
 141354.0 	,1
 74.0 	,23
 75.0 	,18
 72.0 	,15
 73.0 	,19
 78.0 	,26
 76.0 	,21
 79.0 	,17
 77.0 	,18
 319568.0 	,1
 83.0 	,26
 80.0 	,19
 82.0 	,20
 81.0 	,19
 86.0 	,20
 85.0 	,21
 87.0 	,22
 84.0 	,21
 89.0 	,21
 90.0 	,26
 88.0 	,18
 92170.0 	,1
 655545.0 	,1
 98.0 	,20
 97.0 	,24
 99.0 	,11
 671934.0 	,2
 100.0 	,22
 102.0 	,18
 101.0 	,17
 103.0 	,18
 105.0 	,12
 104.0 	,26
 106.0 	,28
 107.0 	,20
 109.0 	,19
 108.0 	,23
 111.0 	,10
 110.0 	,19
 950459.0 	,1
 115.0 	,15
 114.0 	,12
 113.0 	,23
 112.0 	,20
 876731.0 	,1
 540862.0 	,1
 116.0 	,18
 119.0 	,23
 117.0 	,20
 118.0 	,10
 120.0 	,14
 122.0 	,22
 121.0 	,22
 188459.0 	,1
 778401.0 	,1
 198.0 	,1
 876704.0 	,1
 688295.0 	,1
 909475.0 	,1
 62468.0 	,1
 64004.0 	,1
 901282.0 	,1
 264.0 	,1
 549032.0 	,1
 215087.0 	,1
 852142.0 	,1
 155695.0 	,1
 671954.0 	,1
 495719.0 	,1
 74759.0 	,1
 671955.0 	,1
 671953.0 	,1
 340071.0 	,1
 671958.0 	,2
 852177.0 	,1
 557268.0 	,1
 111623.0 	,1
 274535.0 	,1
 467044.0 	,1
 671956.0 	,2
 186417.0 	,1
 311399.0 	,1
 909522.0 	,1
 65542.0 	,1
 827612.0 	,1
 753883.0 	,1
 671963.0 	,1
 503907.0 	,1
 446562.0 	,1
 671961.0 	,2
 852190.0 	,1
 671967.0 	,1
 241714.0 	,1
 655581.0 	,1
 126982.0 	,1
 721091.0 	,1
 671936.0 	,1
 2784.0 	,1
 520302.0 	,1
 671942.0 	,1
 614597.0 	,1
 671943.0 	,1
 532677.0 	,1
 712903.0 	,1
 3808.0 	,1
 893123.0 	,1
 198711.0 	,1
 145462.0 	,1
 671945.0 	,1
 499818.0 	,1
 295019.0 	,1
 233529.0 	,1
 311413.0 	,1
 348279.0 	,1
 327798.0 	,1
 565495.0 	,1
 786684.0 	,1
 991486.0 	,1
 147514.0 	,1
 532731.0 	,1
 356466.0 	,1
 260154.0 	,1
 909562.0 	,1
 311420.0 	,1
 934117.0 	,1
 671975.0 	,1
 55808.0 	,1
 327806.0 	,1
 811234.0 	,1
 925920.0 	,1
 60928.0 	,1
 671973.0 	,1
 454781.0 	,1
 254012.0 	,1
 233535.0 	,1
 721128.0 	,1
 778472.0 	,1
 188478.0 	,1
 335995.0 	,1
 356475.0 	,1
 111616.0 	,1
 631023.0 	,1
 909546.0 	,1
 33807.0 	,1
 876564.0 	,1
 40463.0 	,1
 41487.0 	,1
 663568.0 	,1
 251905.0 	,1
 389124.0 	,1
 319493.0 	,1
 688145.0 	,1
 876561.0 	,1
 421893.0 	,1
 503812.0 	,1
 540695.0 	,1
 91166.0 	,1
 512002.0 	,1
 909337.0 	,1
 630812.0 	,1
 319490.0 	,1
 663581.0 	,1
 696349.0 	,1
 950279.0 	,1
 243717.0 	,1
 307213.0 	,1
 319502.0 	,1
 704519.0 	,1
 901120.0 	,1
 344078.0 	,1
 360462.0 	,1
 671749.0 	,1
 516108.0 	,1
 802828.0 	,1
