 843924.0 	,1
 942229.0 	,1
 426055.0 	,1
 622738.0 	,1
 413764.0 	,1
 475205.0 	,1
 811154.0 	,1
 167969.0 	,1
 409669.0 	,1
 462915.0 	,1
 770202.0 	,1
 274497.0 	,1
 270401.0 	,1
 991388.0 	,1
 192546.0 	,1
 876697.0 	,1
 581789.0 	,1
 901275.0 	,1
 835738.0 	,1
 409678.0 	,1
 409679.0 	,1
 893062.0 	,1
 745606.0 	,1
 696452.0 	,1
 843906.0 	,1
 409677.0 	,1
 59910.0 	,1
 184357.0 	,1
 770180.0 	,1
 966785.0 	,1
 401482.0 	,1
 827532.0 	,1
 499787.0 	,1
 622728.0 	,1
 401480.0 	,1
 696462.0 	,1
 680079.0 	,1
 934027.0 	,1
 409673.0 	,1
 409686.0 	,1
 516183.0 	,1
 44.0 	,1
 245801.0 	,1
 303189.0 	,1
 524468.0 	,1
 356439.0 	,1
 991408.0 	,1
 67.0 	,15
 65.0 	,21
 66.0 	,15
 876733.0 	,1
 71.0 	,21
 69.0 	,21
 17410.0 	,1
 70.0 	,20
 68.0 	,18
 74.0 	,23
 75.0 	,18
 72.0 	,15
 73.0 	,19
 78.0 	,26
 76.0 	,21
 79.0 	,17
 77.0 	,18
 323664.0 	,1
 83.0 	,26
 80.0 	,19
 82.0 	,20
 81.0 	,19
 86.0 	,20
 85.0 	,21
 87.0 	,22
 84.0 	,21
 778425.0 	,1
 89.0 	,21
 90.0 	,26
 88.0 	,18
 98.0 	,20
 97.0 	,24
 99.0 	,11
 100.0 	,22
 102.0 	,18
 101.0 	,17
 103.0 	,18
 487505.0 	,1
 413776.0 	,1
 278610.0 	,1
 105.0 	,12
 104.0 	,26
 106.0 	,28
 107.0 	,20
 109.0 	,19
 108.0 	,23
 111.0 	,10
 110.0 	,19
 115.0 	,15
 114.0 	,12
 113.0 	,23
 112.0 	,20
 786618.0 	,1
 794810.0 	,1
 116.0 	,18
 119.0 	,23
 117.0 	,20
 118.0 	,10
 409681.0 	,1
 417873.0 	,1
 120.0 	,14
 122.0 	,22
 121.0 	,22
 31234.0 	,1
 270428.0 	,1
 524449.0 	,1
 144.0 	,1
 166.0 	,1
 467038.0 	,1
 168.0 	,1
 243757.0 	,1
 942245.0 	,1
 311389.0 	,1
 212.0 	,1
 737445.0 	,1
 405597.0 	,1
 991392.0 	,1
 950446.0 	,1
 827564.0 	,1
 909485.0 	,1
 409690.0 	,1
 696491.0 	,1
 221231.0 	,1
 262233.0 	,1
 549034.0 	,1
 909487.0 	,1
 991404.0 	,1
 327770.0 	,1
 409689.0 	,1
 33283.0 	,1
 331877.0 	,1
 712914.0 	,1
 372837.0 	,1
 656.0 	,1
 680145.0 	,1
 778454.0 	,1
 409701.0 	,1
 251952.0 	,1
 983263.0 	,1
 165938.0 	,1
 1392.0 	,1
 409699.0 	,1
 573661.0 	,1
 614593.0 	,1
 74757.0 	,1
 2464.0 	,1
 590021.0 	,1
 409708.0 	,1
 51714.0 	,1
 323694.0 	,1
 606407.0 	,1
 60418.0 	,1
 557254.0 	,1
 745668.0 	,1
 426093.0 	,1
 438381.0 	,1
 323695.0 	,1
 405610.0 	,1
 409706.0 	,1
 499819.0 	,1
 446570.0 	,1
 712907.0 	,1
 901327.0 	,1
 819406.0 	,1
 893130.0 	,1
 467063.0 	,1
 225337.0 	,1
 557297.0 	,1
 319604.0 	,1
 631027.0 	,1
 368756.0 	,1
 53249.0 	,1
 835825.0 	,1
 901360.0 	,1
